날짜,시간,PM10,PM25,오존,이산화질소,일산화탄소,아황산가스
2022-07-24,4,29,,0.019,0.006,0.4,0.003
2022-07-24,5,29,,0.022,0.005,0.4,0.002
2022-07-24,6,27,,0.026,0.004,0.3,0.002
2022-07-24,7,21,,0.031,0.003,0.3,0.002
2022-07-24,8,22,,0.032,0.003,0.3,0.002
2022-07-24,9,23,,0.033,0.003,0.4,0.002
2022-07-24,10,26,,0.040,0.003,0.4,0.003
2022-07-24,11,28,,0.045,0.003,0.4,0.002
2022-07-24,12,28,,0.052,0.003,0.4,0.002
2022-07-24,13,21,,0.057,0.003,0.4,0.002
2022-07-24,14,19,,0.060,0.003,0.4,0.002
2022-07-24,15,22,,0.064,0.004,0.4,0.003
2022-07-24,16,26,,0.062,0.004,0.4,0.002
2022-07-24,17,18,,0.061,0.004,0.4,0.002
2022-07-24,18,14,,0.057,0.004,0.4,0.002
2022-07-24,19,15,,0.046,0.004,0.4,0.002
2022-07-24,20,17,,0.031,0.003,0.4,0.002
2022-07-24,21,16,,0.028,0.004,0.4,0.002
2022-07-24,22,17,,0.030,0.004,0.4,0.002
2022-07-24,23,16,,0.025,0.005,0.4,0.002
2022-07-24,24,18,,0.020,0.006,0.4,0.002
2022-07-25,1,19,,0.022,0.007,0.4,0.002
2022-07-25,2,23,,0.018,0.006,0.4,0.002
2022-07-25,3,14,,0.012,0.008,0.4,0.002
2022-07-25,4,21,,0.010,0.008,0.4,0.002
2022-07-25,5,21,,0.013,0.007,0.4,0.002
2022-07-25,6,16,,0.016,0.006,0.4,0.002
2022-07-25,7,19,,0.015,0.006,0.4,0.002
2022-07-25,8,18,,0.020,0.008,0.4,0.002
2022-07-25,9,22,,0.026,0.009,0.4,0.002
2022-07-25,10,21,,0.041,0.006,0.4,0.002
2022-07-25,11,16,,0.050,0.006,0.4,0.002
2022-07-25,12,22,,0.059,0.004,0.4,0.002
2022-07-25,13,20,,0.063,0.004,0.4,0.002
2022-07-25,14,17,,0.061,0.004,0.4,0.002
2022-07-25,15,17,,0.062,0.004,0.4,0.002
2022-07-25,16,22,,0.073,0.006,0.5,0.003
2022-07-25,17,31,,0.076,0.008,0.6,0.004
2022-07-25,18,35,,0.066,0.009,0.7,0.006
2022-07-25,19,37,,0.044,0.009,0.6,0.005
2022-07-25,20,22,,0.035,0.008,0.5,0.004
2022-07-25,21,20,,0.029,0.008,0.5,0.004
2022-07-25,22,26,,0.026,0.008,0.5,0.004
2022-07-25,23,21,,0.025,0.007,0.5,0.003
2022-07-25,24,23,,0.024,0.007,0.5,0.003
2022-07-26,1,28,,0.023,0.007,0.5,0.003
2022-07-26,2,29,,0.020,0.007,0.5,0.003
2022-07-26,3,27,,0.013,0.007,0.5,0.003
2022-07-26,4,34,,0.009,0.008,0.5,0.003
2022-07-26,5,34,,0.012,0.008,0.5,0.003
2022-07-26,6,34,,0.019,0.007,0.5,0.003
2022-07-26,7,35,,0.025,0.006,0.5,0.003
2022-07-26,8,41,,0.029,0.005,0.5,0.002
2022-07-26,9,37,,0.030,0.007,0.5,0.002
2022-07-26,10,38,,0.034,0.006,0.5,0.002
2022-07-26,11,32,,0.040,0.006,0.5,0.003
2022-07-26,12,34,,0.060,0.006,0.5,0.003
2022-07-26,13,43,,0.073,0.005,0.5,0.003
2022-07-26,14,33,,0.070,0.005,0.5,0.003
2022-07-26,15,31,,0.080,0.006,0.7,0.003
2022-07-26,16,47,,0.087,0.007,0.8,0.004
2022-07-26,17,56,,0.071,0.005,0.6,0.003
2022-07-26,18,36,,0.059,0.004,0.5,0.003
2022-07-26,19,23,,0.049,0.004,0.4,0.003
2022-07-26,20,20,,0.043,0.005,0.5,0.003
2022-07-26,21,28,,0.040,0.005,0.5,0.003
2022-07-26,22,22,,0.040,0.003,0.4,0.003
2022-07-26,23,20,,0.038,0.004,0.4,0.003
2022-07-26,24,16,,0.036,0.004,0.4,0.003
2022-07-27,1,13,,0.034,0.004,0.4,0.003
2022-07-27,2,13,,0.034,0.003,0.4,0.002
2022-07-27,3,20,,0.034,0.003,0.4,0.002
2022-07-27,4,12,,0.033,0.003,0.4,0.003
2022-07-27,5,15,,0.029,0.003,0.4,0.003
2022-07-27,6,18,,0.014,0.008,0.4,0.003
2022-07-27,7,18,,0.009,0.010,0.4,0.003
2022-07-27,8,23,,0.013,0.009,0.4,0.002
2022-07-27,9,26,,0.028,0.005,0.3,0.003
2022-07-27,10,11,,0.032,0.005,0.4,0.003
2022-07-27,11,,,,,,
2022-07-27,12,,,,,,
2022-07-27,13,27,,0.039,0.005,0.4,0.002
2022-07-27,14,22,,0.043,0.005,0.4,0.002
2022-07-27,15,23,,0.040,0.006,0.4,0.002
2022-07-27,16,24,,0.039,0.005,0.3,0.003
2022-07-27,17,15,,0.038,0.004,0.3,0.003
2022-07-27,18,17,,0.034,0.005,0.3,0.003
2022-07-27,19,12,,0.033,0.005,0.3,0.002
2022-07-27,20,19,,0.032,0.004,0.3,0.003
2022-07-27,21,19,,0.030,0.005,0.3,0.003
2022-07-27,22,11,,0.031,0.003,0.3,0.003
2022-07-27,23,15,,0.031,0.003,0.3,0.003
2022-07-27,24,16,,0.032,0.003,0.3,0.003
2022-07-28,1,16,,0.034,0.003,0.3,0.003
2022-07-28,2,18,,0.035,0.002,0.3,0.002
2022-07-28,3,19,,0.033,0.003,0.3,0.002
2022-07-28,4,19,,0.034,0.002,0.3,0.003
2022-07-28,5,18,,0.032,0.003,0.3,0.002
2022-07-28,6,16,,0.030,0.003,0.3,0.003
2022-07-28,7,21,,0.031,0.004,0.3,0.003
2022-07-28,8,22,,0.030,0.005,0.3,0.003
2022-07-28,9,28,,0.029,0.005,0.3,0.003
2022-07-28,10,24,,0.030,0.004,0.3,0.002
2022-07-28,11,25,,0.032,0.004,0.3,0.003
2022-07-28,12,17,,0.027,0.007,0.3,0.002
2022-07-28,13,21,,0.034,0.004,0.3,0.003
2022-07-28,14,16,,0.037,0.004,0.3,0.003
2022-07-28,15,14,,0.036,0.005,0.4,0.003
2022-07-28,16,14,,0.035,0.006,0.4,0.003
2022-07-28,17,28,,0.032,0.005,0.4,0.003
2022-07-28,18,15,,0.031,0.005,0.4,0.003
2022-07-28,19,14,,0.029,0.005,0.4,0.002
2022-07-28,20,19,,0.025,0.006,0.4,0.003
2022-07-28,21,21,,0.023,0.007,0.5,0.003
2022-07-28,22,32,,0.023,0.006,0.4,0.003
2022-07-28,23,30,,0.024,0.005,0.4,0.003
2022-07-28,24,19,,0.024,0.004,0.4,0.003
2022-07-29,1,20,,0.022,0.006,0.5,0.003
2022-07-29,2,27,,0.021,0.007,0.6,0.003
2022-07-29,3,37,,0.022,0.005,0.5,0.003
2022-07-29,4,32,,0.023,0.005,0.4,0.003
2022-07-29,5,33,,0.021,0.005,0.5,0.003
2022-07-29,6,27,,0.019,0.006,0.4,0.003
2022-07-29,7,36,,0.023,0.005,0.4,0.003
2022-07-29,8,28,,0.021,0.005,0.5,0.004
2022-07-29,9,40,,0.022,0.007,0.6,0.005
2022-07-29,10,43,,0.029,0.006,0.7,0.005
2022-07-29,11,48,,0.037,0.004,0.5,0.004
2022-07-29,12,39,,0.045,0.004,0.5,0.004
2022-07-29,13,40,,0.048,0.005,0.4,0.004
2022-07-29,14,33,,0.049,0.004,0.4,0.004
2022-07-29,15,27,,0.049,0.004,0.4,0.004
2022-07-29,16,31,,0.048,0.004,0.4,0.004
2022-07-29,17,35,,0.045,0.005,0.4,0.004
2022-07-29,18,30,,0.041,0.004,0.3,0.003
2022-07-29,19,20,,0.034,0.005,0.3,0.003
2022-07-29,20,21,,0.029,0.004,0.3,0.003
2022-07-29,21,16,,0.027,0.003,0.3,0.003
2022-07-29,22,15,,0.029,0.003,0.3,0.003
2022-07-29,23,18,,0.027,0.005,0.4,0.004
2022-07-29,24,25,,0.025,0.006,0.5,0.004
2022-07-30,1,20,,0.030,0.003,0.4,0.003
2022-07-30,2,15,,0.029,0.003,0.3,0.003
2022-07-30,3,16,,0.028,0.002,0.3,0.003
2022-07-30,4,18,,0.027,0.002,0.3,0.003
2022-07-30,5,15,,0.027,0.002,0.3,0.003
2022-07-30,6,18,,0.025,0.003,0.3,0.003
2022-07-30,7,16,,0.026,0.003,0.3,0.003
2022-07-30,8,17,,0.025,0.005,0.3,0.003
2022-07-30,9,22,,0.027,0.004,0.3,0.003
2022-07-30,10,16,,0.031,0.004,0.3,0.003
2022-07-30,11,23,,0.032,0.004,0.3,0.003
2022-07-30,12,18,,0.031,0.004,0.3,0.003
2022-07-30,13,23,,0.030,0.004,0.3,0.003
2022-07-30,14,24,,0.030,0.004,0.3,0.003
2022-07-30,15,18,,0.030,0.004,0.3,0.003
2022-07-30,16,22,,0.030,0.004,0.3,0.003
2022-07-30,17,20,,0.032,0.003,0.3,0.003
2022-07-30,18,22,,0.030,0.004,0.3,0.003
2022-07-30,19,22,,0.029,0.004,0.3,0.003
2022-07-30,20,19,,0.029,0.003,0.3,0.003
2022-07-30,21,20,,0.028,0.004,0.3,0.003
2022-07-30,22,18,,0.027,0.004,0.3,0.004
2022-07-30,23,17,,0.027,0.004,0.3,0.004
2022-07-30,24,17,,0.027,0.004,0.3,0.004
2022-07-31,1,16,,0.025,0.003,0.3,0.004
2022-07-31,2,16,,0.023,0.003,0.3,0.003
2022-07-31,3,14,,0.021,0.003,0.3,0.003
2022-07-31,4,19,,0.020,0.003,0.3,0.003
2022-07-31,5,16,,0.018,0.003,0.3,0.003
2022-07-31,6,11,,0.014,0.004,0.3,0.003
2022-07-31,7,12,,0.012,0.004,0.4,0.003
2022-07-31,8,17,,0.012,0.004,0.4,0.003
2022-07-31,9,12,,0.012,0.003,0.3,0.003
2022-07-31,10,7,,0.013,0.003,0.3,0.004
2022-07-31,11,16,,0.021,0.003,0.3,0.004
2022-07-31,12,17,,0.019,0.003,0.3,0.004
2022-07-31,13,12,,0.019,0.004,0.3,0.004
2022-07-31,14,8,,0.021,0.003,0.3,0.003
2022-07-31,15,13,,0.025,0.003,0.3,0.003
2022-07-31,16,10,,0.024,0.003,0.3,0.003
2022-07-31,17,16,,0.022,0.004,0.3,0.004
2022-07-31,18,19,,0.020,0.004,0.3,0.004
2022-07-31,19,21,,0.022,0.005,0.3,0.004
2022-07-31,20,16,,0.022,0.008,0.3,0.005
2022-07-31,21,28,,0.017,0.008,0.3,0.005
2022-07-31,22,26,,0.015,0.006,0.3,0.004
2022-07-31,23,19,,0.011,0.005,0.3,0.004
2022-07-31,24,22,,0.010,0.004,0.3,0.004
2022-08-01,1,21,,0.008,0.004,0.3,0.003
2022-08-01,2,22,,0.007,0.004,0.3,0.004
2022-08-01,3,26,,0.009,0.004,0.2,0.005
2022-08-01,4,18,,0.012,0.003,0.2,0.007
2022-08-01,5,12,,0.013,0.003,0.2,0.007
2022-08-01,6,14,,0.011,0.003,0.2,0.006
2022-08-01,7,19,,0.010,0.005,0.2,0.006
2022-08-01,8,22,,0.010,0.006,0.2,0.005
2022-08-01,9,19,,0.010,0.007,0.2,0.005
2022-08-01,10,16,,0.015,0.005,0.2,0.005
2022-08-01,11,21,,0.018,0.004,0.2,0.005
2022-08-01,12,19,,0.021,0.005,0.2,0.005
2022-08-01,13,17,,0.021,0.006,0.2,0.004
2022-08-01,14,20,,0.025,0.005,0.2,0.005
2022-08-01,15,23,,0.023,0.007,0.2,0.004
2022-08-01,16,20,,0.021,0.006,0.3,0.004
2022-08-01,17,19,,0.021,0.006,0.3,0.004
2022-08-01,18,25,,0.021,0.005,0.3,0.003
2022-08-01,19,21,,0.022,0.003,0.3,0.003
2022-08-01,20,22,,0.023,0.002,0.2,0.003
2022-08-01,21,18,,0.023,0.003,0.2,0.003
2022-08-01,22,10,,0.024,0.003,0.2,0.003
2022-08-01,23,11,,0.023,0.003,0.2,0.003
2022-08-01,24,10,,0.021,0.003,0.2,0.003
2022-08-02,1,12,,0.022,0.003,0.2,0.003
2022-08-02,2,11,,0.027,0.003,0.3,0.003
2022-08-02,3,12,,0.030,0.003,0.3,0.003
2022-08-02,4,20,,0.029,0.004,0.3,0.003
2022-08-02,5,14,,0.023,0.003,0.3,0.003
2022-08-02,6,15,,0.016,0.005,0.2,0.003
2022-08-02,7,17,,0.015,0.004,0.2,0.003
2022-08-02,8,13,,0.013,0.007,0.3,0.003
2022-08-02,9,8,,0.013,0.008,0.3,0.003
2022-08-02,10,7,,0.013,0.008,0.3,0.003
2022-08-02,11,8,,0.016,0.007,0.3,0.003
2022-08-02,12,13,,0.015,0.008,0.3,0.003
2022-08-02,13,17,,0.017,0.007,0.3,0.003
2022-08-02,14,16,,0.019,0.006,0.3,0.003
2022-08-02,15,13,,0.022,0.007,0.3,0.003
2022-08-02,16,12,,0.024,0.008,0.3,0.003
2022-08-02,17,16,,0.030,0.005,0.3,0.003
2022-08-02,18,18,,0.037,0.005,0.3,0.003
2022-08-02,19,14,,0.031,0.006,0.3,0.003
2022-08-02,20,19,,0.025,0.006,0.3,0.003
2022-08-02,21,16,,0.021,0.005,0.3,0.003
2022-08-02,22,15,,0.019,0.005,0.3,0.003
2022-08-02,23,10,,0.017,0.006,0.3,0.003
2022-08-02,24,13,,0.016,0.006,0.3,0.003
2022-08-03,1,18,,0.015,0.006,0.3,0.003
2022-08-03,2,18,,0.011,0.005,0.3,0.003
2022-08-03,3,22,,0.009,0.005,0.3,0.002
2022-08-03,4,19,,0.010,0.005,0.3,0.003
2022-08-03,5,21,,0.009,0.005,0.3,0.003
2022-08-03,6,23,,0.007,0.006,0.3,0.003
2022-08-03,7,23,,0.008,0.008,0.3,0.003
2022-08-03,8,21,,0.014,0.008,0.3,0.003
2022-08-03,9,27,,0.021,0.008,0.3,0.004
2022-08-03,10,25,,0.027,0.007,0.3,0.004
2022-08-03,11,22,,0.033,0.007,0.3,0.004
2022-08-03,12,20,,0.047,0.006,0.3,0.003
2022-08-03,13,21,,0.046,0.006,0.3,0.003
2022-08-03,14,20,,0.038,0.006,0.3,0.002
2022-08-03,15,13,,0.037,0.006,0.3,0.003
2022-08-03,16,13,,0.038,0.007,0.3,0.003
2022-08-03,17,14,,0.037,0.006,0.3,0.002
2022-08-03,18,11,,0.036,0.006,0.3,0.003
2022-08-03,19,17,,0.034,0.007,0.3,0.003
2022-08-03,20,12,,0.029,0.006,0.3,0.003
2022-08-03,21,24,,0.021,0.006,0.3,0.003
2022-08-03,22,15,,0.016,0.006,0.3,0.002
2022-08-03,23,17,,0.011,0.008,0.3,0.003
2022-08-03,24,19,,0.009,0.008,0.3,0.003
2022-08-04,1,18,,0.009,0.006,0.3,0.003
2022-08-04,2,25,,0.009,0.006,0.3,0.002
2022-08-04,3,23,,0.009,0.006,0.3,0.002
2022-08-04,4,19,,0.012,0.004,0.3,0.003
2022-08-04,5,16,,0.013,0.004,0.3,0.003
2022-08-04,6,20,,0.011,0.005,0.3,0.003
2022-08-04,7,20,,0.008,0.007,0.3,0.002
2022-08-04,8,22,,0.013,0.006,0.3,0.003
2022-08-04,9,18,,0.020,0.005,0.3,0.002
2022-08-04,10,16,,0.025,0.005,0.3,0.002
2022-08-04,11,13,,0.026,0.006,0.3,0.002
2022-08-04,12,13,,0.033,0.006,0.3,0.002
2022-08-04,13,18,,0.038,0.008,0.3,0.002
2022-08-04,14,22,,0.048,0.007,0.3,0.002
2022-08-04,15,20,,0.050,0.006,0.3,0.003
2022-08-04,16,14,,0.050,0.005,0.3,0.003
2022-08-04,17,14,,0.050,0.005,0.3,0.003
2022-08-04,18,20,,0.050,0.004,0.3,0.003
2022-08-04,19,18,,0.044,0.006,0.3,0.002
2022-08-04,20,16,,0.033,0.005,0.3,0.003
2022-08-04,21,17,,0.032,0.006,0.3,0.003
2022-08-04,22,27,,0.030,0.007,0.3,0.002
2022-08-04,23,21,,0.022,0.009,0.3,0.002
2022-08-04,24,22,,0.020,0.008,0.3,0.002
2022-08-05,1,15,,0.019,0.007,0.3,0.002
2022-08-05,2,18,,0.016,0.007,0.3,0.003
2022-08-05,3,14,,0.013,0.006,0.3,0.003
2022-08-05,4,15,,0.012,0.006,0.3,0.002
2022-08-05,5,13,,0.009,0.006,0.3,0.003
2022-08-05,6,21,,0.007,0.008,0.3,0.003
2022-08-05,7,19,,0.007,0.009,0.3,0.003
2022-08-05,8,26,,0.013,0.009,0.3,0.003
2022-08-05,9,25,,0.023,0.008,0.3,0.003
2022-08-05,10,24,,0.028,0.008,0.3,0.003
2022-08-05,11,18,,0.031,0.005,0.3,0.003
2022-08-05,12,11,,0.037,0.004,0.3,0.003
2022-08-05,13,9,,0.037,0.007,0.3,0.003
2022-08-05,14,20,,0.044,0.007,0.3,0.003
2022-08-05,15,17,,0.045,0.005,0.3,0.003
2022-08-05,16,16,,0.047,0.005,0.3,0.003
2022-08-05,17,16,,0.051,0.007,0.3,0.003
2022-08-05,18,22,,0.045,0.007,0.3,0.003
2022-08-05,19,18,,0.031,0.008,0.3,0.003
2022-08-05,20,16,,0.028,0.008,0.3,0.003
2022-08-05,21,21,,0.019,0.010,0.3,0.003
2022-08-05,22,20,,0.033,0.004,0.3,0.003
2022-08-05,23,9,,0.028,0.004,0.3,0.003
2022-08-05,24,19,,0.020,0.004,0.3,0.003
2022-08-06,1,18,,0.017,0.006,0.3,0.003
2022-08-06,2,14,,0.010,0.010,0.3,0.003
2022-08-06,3,18,,0.015,0.006,0.3,0.003
2022-08-06,4,15,,0.013,0.006,0.3,0.003
2022-08-06,5,17,,0.017,0.003,0.3,0.003
2022-08-06,6,24,,0.016,0.004,0.3,0.003
2022-08-06,7,23,,0.013,0.006,0.3,0.003
2022-08-06,8,21,,0.013,0.009,0.3,0.003
2022-08-06,9,23,,0.024,0.008,0.3,0.003
2022-08-06,10,26,,0.037,0.007,0.3,0.004
2022-08-06,11,32,,0.048,0.003,0.3,0.003
2022-08-06,12,24,,0.054,0.003,0.3,0.002
2022-08-06,13,28,,0.055,0.002,0.3,0.003
2022-08-06,14,24,,0.055,0.002,0.3,0.003
2022-08-06,15,32,,0.061,0.002,0.3,0.003
2022-08-06,16,28,,0.064,0.003,0.3,0.003
2022-08-06,17,29,,0.065,0.003,0.3,0.003
2022-08-06,18,30,,0.069,0.003,0.3,0.003
2022-08-06,19,32,,0.057,0.003,0.3,0.002
2022-08-06,20,25,,0.042,0.003,0.3,0.003
2022-08-06,21,28,,0.039,0.004,0.3,0.003
2022-08-06,22,27,,0.036,0.004,0.3,0.003
2022-08-06,23,27,,0.032,0.005,0.3,0.003
2022-08-06,24,27,,0.029,0.007,0.3,0.003
2022-08-07,1,27,,0.033,0.005,0.4,0.003
2022-08-07,2,31,,0.033,0.006,0.4,0.003
2022-08-07,3,32,,0.031,0.007,0.4,0.003
2022-08-07,4,34,,0.027,0.007,0.4,0.003
2022-08-07,5,27,,0.023,0.008,0.4,0.003
2022-08-07,6,35,,0.019,0.005,0.4,0.003
2022-08-07,7,28,,0.018,0.006,0.4,0.003
2022-08-07,8,31,,0.021,0.008,0.4,0.004
2022-08-07,9,37,,0.040,0.004,0.4,0.003
2022-08-07,10,37,,0.049,0.004,0.4,0.003
2022-08-07,11,35,,0.060,0.004,0.4,0.003
2022-08-07,12,35,,0.070,0.004,0.4,0.003
2022-08-07,13,35,,0.062,0.004,0.4,0.003
2022-08-07,14,40,,0.059,0.003,0.4,0.003
2022-08-07,15,33,,0.065,0.004,0.4,0.003
2022-08-07,16,38,,0.056,0.003,0.4,0.003
2022-08-07,17,33,,0.060,0.004,0.4,0.003
2022-08-07,18,33,,0.075,0.006,0.4,0.004
2022-08-07,19,40,,0.058,0.005,0.4,0.004
2022-08-07,20,29,,0.041,0.005,0.3,0.003
2022-08-07,21,25,,0.038,0.005,0.3,0.003
2022-08-07,22,23,,0.033,0.005,0.3,0.003
2022-08-07,23,25,,0.030,0.007,0.3,0.003
2022-08-07,24,21,,0.027,0.009,0.3,0.003
2022-08-08,1,18,,0.023,0.009,0.3,0.003
2022-08-08,2,18,,0.023,0.010,0.3,0.003
2022-08-08,3,21,,0.026,0.006,0.3,0.004
2022-08-08,4,26,,0.026,0.007,0.4,0.004
2022-08-08,5,25,,0.028,0.007,0.4,0.004
2022-08-08,6,29,,0.027,0.009,0.4,0.004
2022-08-08,7,23,,0.035,0.009,0.3,0.004
2022-08-08,8,20,,0.026,0.014,0.3,0.004
2022-08-08,9,25,,0.030,0.009,0.3,0.004
2022-08-08,10,23,,0.030,0.007,0.3,0.003
2022-08-08,11,20,,0.028,0.006,0.3,0.003
2022-08-08,12,16,,0.029,0.005,0.3,0.003
2022-08-08,13,19,,0.033,0.004,0.3,0.003
2022-08-08,14,16,,0.032,0.005,0.2,0.003
2022-08-08,15,12,,0.032,0.005,0.2,0.003
2022-08-08,16,15,,0.033,0.006,0.3,0.004
2022-08-08,17,15,,0.034,0.006,0.3,0.004
2022-08-08,18,16,,0.035,0.006,0.3,0.004
2022-08-08,19,16,,0.038,0.007,0.3,0.005
2022-08-08,20,22,,0.032,0.007,0.3,0.005
2022-08-08,21,22,,0.027,0.007,0.3,0.004
2022-08-08,22,21,,0.024,0.006,0.3,0.004
2022-08-08,23,15,,0.022,0.006,0.3,0.004
2022-08-08,24,15,,0.021,0.005,0.3,0.004
2022-08-09,1,19,,0.019,0.005,0.3,0.004
2022-08-09,2,17,,0.018,0.005,0.3,0.004
2022-08-09,3,10,,0.018,0.004,0.3,0.004
2022-08-09,4,12,,0.018,0.004,0.2,0.004
2022-08-09,5,10,,0.017,0.004,0.2,0.004
2022-08-09,6,14,,0.014,0.007,0.3,0.003
2022-08-09,7,15,,0.015,0.006,0.3,0.003
2022-08-09,8,12,,0.010,0.012,0.3,0.003
2022-08-09,9,21,,0.011,0.011,0.3,0.004
2022-08-09,10,21,,0.015,0.008,0.3,0.004
2022-08-09,11,21,,0.019,0.006,0.3,0.004
2022-08-09,12,14,,0.023,0.004,0.3,0.004
2022-08-09,13,14,,0.027,0.004,0.3,0.004
2022-08-09,14,10,,0.028,0.005,0.3,0.004
2022-08-09,15,11,,0.027,0.006,0.3,0.004
2022-08-09,16,13,,0.032,0.006,0.3,0.003
2022-08-09,17,20,,0.037,0.006,0.3,0.004
2022-08-09,18,16,,0.039,0.006,0.3,0.004
2022-08-09,19,21,,0.036,0.007,0.3,0.004
2022-08-09,20,24,,0.029,0.007,0.3,0.004
2022-08-09,21,19,,0.025,0.008,0.3,0.004
2022-08-09,22,14,,0.024,0.006,0.3,0.005
2022-08-09,23,13,,0.021,0.005,0.3,0.005
2022-08-09,24,17,,0.020,0.004,0.3,0.004
2022-08-10,1,15,,0.019,0.004,0.3,0.004
2022-08-10,2,13,,0.018,0.003,0.3,0.004
2022-08-10,3,13,,0.019,0.003,0.3,0.004
2022-08-10,4,14,,0.018,0.004,0.3,0.005
2022-08-10,5,15,,0.017,0.004,0.3,0.004
2022-08-10,6,15,,0.015,0.006,0.2,0.004
2022-08-10,7,12,,0.013,0.008,0.2,0.004
2022-08-10,8,17,,0.012,0.009,0.3,0.004
2022-08-10,9,11,,0.013,0.007,0.3,0.003
2022-08-10,10,16,,0.011,0.010,0.3,0.004
2022-08-10,11,11,,0.013,0.009,0.3,0.004
2022-08-10,12,18,,0.014,0.011,0.3,0.004
2022-08-10,13,16,,0.021,0.008,0.3,0.003
2022-08-10,14,14,,0.022,0.008,0.3,0.003
2022-08-10,15,10,,0.020,0.011,0.3,0.003
2022-08-10,16,17,,0.014,0.014,0.3,0.003
2022-08-10,17,20,,0.018,0.011,0.3,0.003
2022-08-10,18,18,,0.016,0.013,0.3,0.003
2022-08-10,19,17,,0.009,0.015,0.3,0.003
2022-08-10,20,24,,0.014,0.017,0.3,0.004
2022-08-10,21,24,,0.025,0.010,0.3,0.004
2022-08-10,22,22,,0.026,0.006,0.3,0.004
2022-08-10,23,19,,0.022,0.006,0.3,0.004
2022-08-10,24,17,,0.016,0.007,0.3,0.004
2022-08-11,1,16,,0.012,0.005,0.3,0.003
2022-08-11,2,15,,0.010,0.005,0.3,0.004
2022-08-11,3,15,,0.010,0.006,0.3,0.004
2022-08-11,4,16,,0.010,0.006,0.3,0.004
2022-08-11,5,11,,0.011,0.008,0.3,0.005
2022-08-11,6,14,,0.009,0.010,0.3,0.005
2022-08-11,7,13,,0.005,0.012,0.3,0.004
2022-08-11,8,14,,0.008,0.012,0.3,0.004
2022-08-11,9,18,,0.007,0.014,0.3,0.004
2022-08-11,10,18,,0.015,0.010,0.3,0.004
2022-08-11,11,14,,0.015,0.010,0.3,0.004
2022-08-11,12,16,,0.012,0.012,0.3,0.003
2022-08-11,13,13,,0.017,0.008,0.3,0.004
2022-08-11,14,16,,0.017,0.008,0.3,0.003
2022-08-11,15,17,,0.018,0.011,0.3,0.003
2022-08-11,16,15,,0.022,0.008,0.3,0.003
2022-08-11,17,14,,0.020,0.009,0.3,0.003
2022-08-11,18,11,,0.016,0.013,0.3,0.003
2022-08-11,19,16,,0.022,0.008,0.3,0.003
2022-08-11,20,13,,0.013,0.012,0.3,0.003
2022-08-11,21,18,,0.009,0.012,0.3,0.003
2022-08-11,22,25,,0.009,0.014,0.3,0.003
2022-08-11,23,20,,0.005,0.015,0.3,0.003
2022-08-11,24,23,,0.009,0.009,0.3,0.003
2022-08-12,1,19,,0.008,0.007,0.3,0.003
2022-08-12,2,23,,0.009,0.007,0.3,0.003
2022-08-12,3,25,,0.008,0.006,0.3,0.003
2022-08-12,4,24,,0.007,0.007,0.3,0.003
2022-08-12,5,20,,0.008,0.006,0.3,0.003
2022-08-12,6,27,,0.008,0.009,0.3,0.003
2022-08-12,7,24,,0.013,0.008,0.3,0.003
2022-08-12,8,19,,0.013,0.010,0.3,0.003
2022-08-12,9,15,,0.020,0.009,0.3,0.003
2022-08-12,10,18,,0.031,0.007,0.3,0.003
2022-08-12,11,20,,0.045,0.005,0.3,0.003
2022-08-12,12,15,,0.054,0.004,0.3,0.003
2022-08-12,13,12,,0.056,0.003,0.3,0.003
2022-08-12,14,15,,0.056,0.003,0.3,0.003
2022-08-12,15,12,,0.060,0.003,0.3,0.003
2022-08-12,16,10,,0.057,0.003,0.3,0.003
2022-08-12,17,10,,0.055,0.003,0.3,0.003
2022-08-12,18,12,,0.054,0.004,0.3,0.003
2022-08-12,19,15,,0.046,0.006,0.3,0.003
2022-08-12,20,16,,0.046,0.009,0.4,0.004
2022-08-12,21,27,,0.053,0.007,0.5,0.004
2022-08-12,22,22,,0.052,0.005,0.5,0.004
2022-08-12,23,23,,0.053,0.005,0.4,0.004
2022-08-12,24,21,,0.043,0.006,0.4,0.004
2022-08-13,1,27,,0.037,0.006,0.4,0.004
2022-08-13,2,20,,0.026,0.007,0.4,0.003
2022-08-13,3,28,,0.028,0.006,0.4,0.003
2022-08-13,4,22,,0.022,0.005,0.5,0.004
2022-08-13,5,28,,0.007,0.011,0.4,0.003
2022-08-13,6,29,,0.011,0.010,0.4,0.003
2022-08-13,7,25,,0.008,0.010,0.4,0.003
2022-08-13,8,27,,0.019,0.009,0.5,0.004
2022-08-13,9,29,,0.024,0.011,0.6,0.006
2022-08-13,10,40,,0.032,0.012,0.7,0.006
2022-08-13,11,47,,0.053,0.008,0.5,0.005
2022-08-13,12,38,,0.066,0.008,0.5,0.004
2022-08-13,13,40,,0.092,0.010,0.5,0.004
2022-08-13,14,43,,0.110,0.009,0.5,0.004
2022-08-13,15,45,,0.079,0.009,0.4,0.004
2022-08-13,16,44,,0.049,0.006,0.3,0.003
2022-08-13,17,11,,0.042,0.005,0.3,0.003
2022-08-13,18,10,,0.037,0.007,0.3,0.003
2022-08-13,19,9,,0.034,0.008,0.3,0.003
2022-08-13,20,13,,0.031,0.006,0.3,0.002
2022-08-13,21,13,,0.028,0.006,0.3,0.002
2022-08-13,22,17,,0.026,0.004,0.3,0.002
